funding_department_id,funding_department_name,funding_agency_id,funding_agency_name,funding_office_id,funding_office_name,dollars_obligated,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"802,827.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"818,229.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"5,378,985.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"5,689,535.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"1,997,393.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"5,743,700.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"1,955,071.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"2,423,939.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"5,553,407.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"3,294,052.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-619,058.11",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-530,849.14",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-5,774.11",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-973,871.45",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-195,776.59",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-574,784.30",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-650,437.33",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-242,543.32",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-40,782.55",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-5,929.92",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-158,621.27",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-422,090.42",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-62,998.76",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-20,297.41",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-289,972.09",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-47,046.10",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-68,565.48",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-3,390.61",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,"-1,000.00",,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00,,,,,,,,,,,,,,,,,,
