funding_department_id,funding_department_name,funding_agency_id,funding_agency_name,funding_office_id,funding_office_name,dollars_obligated
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,2352072.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,2471634.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,2491783.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,3998392.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,4118316.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,5292452.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-1041318.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-186067.93
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-2654.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-13732.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-85305.20
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-295549.65
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-1000.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-379790.30
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-315425.83
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-953272.66
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-483987.11
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-63515.78
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-2771811.02
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-1451133.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-136425.36
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-210109.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-26132.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-65348.19
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-0.03
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-161275.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-108302.05
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-17167.69
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,49972.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,943640.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,49826.21
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,3085287.45
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,1468972.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-760784.34
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-15797.28
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,3177846.08
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,983358.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,3823808.41
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-24211.88
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,411919.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,198957.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,419699.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,99975.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-157363.17
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,527485.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,4770005.21
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,1131662.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-455239.62
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,4856220.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-38718.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-34796.72
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-93856.72
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-1324176.24
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-553587.30
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-64715.67
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-77404.34
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,0.00
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,-248001.90
7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,4982398.69
